time_of_the_day,Day,CPU_Usage(%),Memory_Usage(%),Network_bandwidth_usage,Number_of_active_request,Response_time(ms),Disk_I/O
21:09,Monday,26,36,131,191,261,16
21:10,Monday,25,35,130,190,260,15
21:11,Monday,26,36,131,191,261,16
21:12,Monday,27,37,132,192,262,17
21:13,Monday,28,38,133,193,263,18
21:14,Monday,29,39,134,194,264,19
21:15,Monday,30,40,135,195,265,20
21:16,Monday,31,41,136,196,266,21
21:17,Monday,32,42,137,197,267,22
21:18,Monday,33,43,138,198,268,23
21:19,Monday,34,44,139,199,269,24
21:20,Monday,35,45,140,200,270,25
21:21,Monday,36,46,141,201,271,26
21:22,Monday,37,47,142,202,272,27
21:23,Monday,38,48,143,203,273,28
21:24,Monday,39,49,144,204,274,29
21:25,Monday,40,50,145,205,275,30
21:26,Monday,39,49,144,204,274,29
21:27,Monday,38,48,143,203,273,28
21:28,Monday,37,47,142,202,272,27
21:29,Monday,36,46,141,201,271,26
21:30,Monday,35,45,140,200,270,25
21:31,Monday,34,44,139,199,269,24
21:32,Monday,33,43,138,198,268,23
21:33,Monday,32,42,137,197,267,22
21:34,Monday,31,41,136,196,266,21
21:35,Monday,30,40,135,195,265,20
21:36,Monday,29,39,134,194,264,19
21:37,Monday,28,38,133,193,263,18
21:38,Monday,27,37,132,192,262,17
21:39,Monday,26,36,131,191,261,16
21:40,Monday,25,35,130,190,260,15
21:41,Monday,26,36,131,191,261,16
21:42,Monday,27,37,132,192,262,17
21:43,Monday,28,38,133,193,263,18
21:44,Monday,29,39,134,194,264,19
21:45,Monday,30,40,135,195,265,20
21:46,Monday,31,41,136,196,266,21
21:47,Monday,32,42,137,197,267,22
21:48,Monday,33,43,138,198,268,23
21:49,Monday,34,44,139,199,269,24
21:50,Monday,35,45,140,200,270,25
21:51,Monday,36,46,141,201,271,26
21:52,Monday,37,47,142,202,272,27
21:53,Monday,38,48,143,203,273,28
21:54,Monday,39,49,144,204,274,29
21:55,Monday,40,50,145,205,275,30
21:56,Monday,39,49,144,204,274,29
21:57,Monday,38,48,143,203,273,28
21:58,Monday,37,47,142,202,272,27
21:59,Monday,36,46,141,201,271,26
22:00,Monday,35,45,140,200,270,25
22:01,Monday,34,44,139,199,269,24
22:02,Monday,33,43,138,198,268,23
22:03,Monday,32,42,137,197,267,22
22:04,Monday,31,41,136,196,266,21
22:05,Monday,30,40,135,195,265,20
22:06,Monday,29,39,134,194,264,19
22:07,Monday,28,38,133,193,263,18
22:08,Monday,27,37,132,192,262,17
22:09,Monday,26,36,131,191,261,16
22:10,Monday,25,35,130,190,260,15
22:11,Monday,26,36,131,191,261,16
22:12,Monday,27,37,132,192,262,17
22:13,Monday,28,38,133,193,263,18
22:14,Monday,29,39,134,194,264,19
22:15,Monday,30,40,135,195,265,20
22:16,Monday,31,41,136,196,266,21
22:17,Monday,32,42,137,197,267,22
22:18,Monday,33,43,138,198,268,23
22:19,Monday,34,44,139,199,269,24
22:20,Monday,35,45,140,200,270,25
22:21,Monday,36,46,141,201,271,26
22:22,Monday,37,47,142,202,272,27
22:23,Monday,38,48,143,203,273,28
22:24,Monday,39,49,144,204,274,29
22:25,Monday,40,50,145,205,275,30
22:26,Monday,39,49,144,204,274,29
22:27,Monday,38,48,143,203,273,28
22:28,Monday,37,47,142,202,272,27
22:29,Monday,36,46,141,201,271,26
22:30,Monday,35,45,140,200,270,25
22:31,Monday,34,44,139,199,269,24
22:32,Monday,33,43,138,198,268,23
22:33,Monday,32,42,137,197,267,22
22:34,Monday,31,41,136,196,266,21
22:35,Monday,30,40,135,195,265,20
22:36,Monday,29,39,134,194,264,19
22:37,Monday,28,38,133,193,263,18
22:38,Monday,27,37,132,192,262,17
22:39,Monday,26,36,131,191,261,16
22:40,Monday,25,35,130,190,260,15
22:41,Monday,26,36,131,191,261,16
22:42,Monday,27,37,132,192,262,17
22:43,Monday,28,38,133,193,263,18
22:44,Monday,29,39,134,194,264,19
22:45,Monday,30,40,135,195,265,20
22:46,Monday,31,41,136,196,266,21
22:47,Monday,32,42,137,197,267,22
22:48,Monday,33,43,138,198,268,23
22:49,Monday,34,44,139,199,269,24
22:50,Monday,35,45,140,200,270,25
22:51,Monday,36,46,141,201,271,26
22:52,Monday,37,47,142,202,272,27
22:53,Monday,38,48,143,203,273,28
22:54,Monday,39,49,144,204,274,29
22:55,Monday,40,50,145,205,275,30
22:56,Monday,39,49,144,204,274,29
22:57,Monday,38,48,143,203,273,28
22:58,Monday,37,47,142,202,272,27
22:59,Monday,36,46,141,201,271,26
23:00,Monday,35,45,140,200,270,25
23:01,Monday,34,44,139,199,269,24
23:02,Monday,33,43,138,198,268,23
23:03,Monday,32,42,137,197,267,22
23:04,Monday,31,41,136,196,266,21
23:05,Monday,30,40,135,195,265,20
23:06,Monday,29,39,134,194,264,19
23:07,Monday,28,38,133,193,263,18
23:08,Monday,27,37,132,192,262,17
23:09,Monday,26,36,131,191,261,16
23:10,Monday,25,35,130,190,260,15
23:11,Monday,26,36,131,191,261,16
23:12,Monday,27,37,132,192,262,17
23:13,Monday,28,38,133,193,263,18
23:14,Monday,29,39,134,194,264,19
23:15,Monday,30,40,135,195,265,20
23:16,Monday,31,41,136,196,266,21
23:17,Monday,32,42,137,197,267,22
23:18,Monday,33,43,138,198,268,23
23:19,Monday,34,44,139,199,269,24
23:20,Monday,35,45,140,200,270,25
23:21,Monday,36,46,141,201,271,26
23:22,Monday,37,47,142,202,272,27
23:23,Monday,38,48,143,203,273,28
23:24,Monday,39,49,144,204,274,29
23:25,Monday,40,50,145,205,275,30
23:26,Monday,39,49,144,204,274,29
23:27,Monday,38,48,143,203,273,28
23:28,Monday,37,47,142,202,272,27
23:29,Monday,36,46,141,201,271,26
23:30,Monday,35,45,140,200,270,25
23:31,Monday,34,44,139,199,269,24
23:32,Monday,33,43,138,198,268,23
23:33,Monday,32,42,137,197,267,22
23:34,Monday,31,41,136,196,266,21
23:35,Monday,30,40,135,195,265,20
23:36,Monday,29,39,134,194,264,19
23:37,Monday,28,38,133,193,263,18
23:38,Monday,27,37,132,192,262,17
23:39,Monday,26,36,131,191,261,16
23:40,Monday,25,35,130,190,260,15
23:41,Monday,26,36,131,191,261,16
23:42,Monday,27,37,132,192,262,17
23:43,Monday,28,38,133,193,263,18
23:44,Monday,29,39,134,194,264,19
23:45,Monday,30,40,135,195,265,20
23:46,Monday,31,41,136,196,266,21
23:47,Monday,32,42,137,197,267,22
23:48,Monday,33,43,138,198,268,23
23:49,Monday,34,44,139,199,269,24
23:50,Monday,35,45,140,200,270,25
23:51,Monday,36,46,141,201,271,26
23:52,Monday,37,47,142,202,272,27
23:53,Monday,38,48,143,203,273,28
23:54,Monday,39,49,144,204,274,29
23:55,Monday,40,50,145,205,275,30
23:56,Monday,39,49,144,204,274,29
23:57,Monday,38,48,143,203,273,28
23:58,Monday,37,47,142,202,272,27
23:59,Monday,36,46,141,201,271,26
00:00,Tuesday,35,45,140,200,270,25
00:01,Tuesday,34,44,139,199,269,24
00:02,Tuesday,33,43,138,198,268,23
00:03,Tuesday,32,42,137,197,267,22
00:04,Tuesday,31,41,136,196,266,21
00:05,Tuesday,30,40,135,195,265,20
00:06,Tuesday,29,39,134,194,264,19
00:07,Tuesday,28,38,133,193,263,18
00:08,Tuesday,27,37,132,192,262,17
00:09,Tuesday,26,36,131,191,261,16
00:10,Tuesday,25,35,130,190,260,15
00:11,Tuesday,26,36,131,191,261,16
00:12,Tuesday,27,37,132,192,262,17
00:13,Tuesday,28,38,133,193,263,18
00:14,Tuesday,29,39,134,194,264,19
00:15,Tuesday,30,40,135,195,265,20
00:16,Tuesday,31,41,136,196,266,21
00:17,Tuesday,32,42,137,197,267,22
00:18,Tuesday,33,43,138,198,268,23
00:19,Tuesday,34,44,139,199,269,24
00:20,Tuesday,35,45,140,200,270,25
00:21,Tuesday,36,46,141,201,271,26
00:22,Tuesday,37,47,142,202,272,27
00:23,Tuesday,38,48,143,203,273,28
00:24,Tuesday,39,49,144,204,274,29
00:25,Tuesday,40,50,145,205,275,30
00:26,Tuesday,39,49,144,204,274,29
00:27,Tuesday,38,48,143,203,273,28
00:28,Tuesday,37,47,142,202,272,27
00:29,Tuesday,36,46,141,201,271,26
00:30,Tuesday,35,45,140,200,270,25
00:31,Tuesday,34,44,139,199,269,24
00:32,Tuesday,33,43,138,198,268,23
00:33,Tuesday,32,42,137,197,267,22
00:34,Tuesday,31,41,136,196,266,21
00:35,Tuesday,30,40,135,195,265,20
00:36,Tuesday,29,39,134,194,264,19
00:37,Tuesday,28,38,133,193,263,18
00:38,Tuesday,27,37,132,192,262,17
00:39,Tuesday,26,36,131,191,261,16
00:40,Tuesday,25,35,130,190,260,15
00:41,Tuesday,26,36,131,191,261,16
00:42,Tuesday,27,37,132,192,262,17
00:43,Tuesday,28,38,133,193,263,18
0.44,Tuesday,29,39,134,194,264,19
00:45,Tuesday,30,40,135,195,265,20
00:46,Tuesday,31,41,136,196,266,21
00:47,Tuesday,32,42,137,197,267,22
00:48,Tuesday,33,43,138,198,268,23
00:49,Tuesday,34,44,139,199,269,24
00:50,Tuesday,35,45,140,200,270,25
00:51,Tuesday,36,46,141,201,271,26
00:52,Tuesday,37,47,142,202,272,27
00:53,Tuesday,38,48,143,203,273,28
00:54,Tuesday,39,49,144,204,274,29
00:55,Tuesday,40,50,145,205,275,30
00:56,Tuesday,39,49,144,204,274,29
00:57,Tuesday,38,48,143,203,273,28
00:58,Tuesday,37,47,142,202,272,27
00:59,Tuesday,36,46,141,201,271,26
01:00,Tuesday,35,45,140,200,270,25
01:01,Tuesday,34,44,139,199,269,24
01:02,Tuesday,33,43,138,198,268,23
01:03,Tuesday,32,42,137,197,267,22
01:04,Tuesday,31,41,136,196,266,21
01:05,Tuesday,30,40,135,195,265,20
01:06,Tuesday,29,39,134,194,264,19
01:07,Tuesday,28,38,133,193,263,18
01:08,Tuesday,27,37,132,192,262,17
01:09,Tuesday,26,36,131,191,261,16
01:10,Tuesday,25,35,130,190,260,15
01:11,Tuesday,26,36,131,191,261,16
01:12,Tuesday,27,37,132,192,262,17
01:13,Tuesday,28,38,133,193,263,18
01:14,Tuesday,29,39,134,194,264,19
01:15,Tuesday,30,40,135,195,265,20
01:16,Tuesday,31,41,136,196,266,21
01:17,Tuesday,32,42,137,197,267,22
01:18,Tuesday,33,43,138,198,268,23
01:19,Tuesday,34,44,139,199,269,24
01:20,Tuesday,35,45,140,200,270,25
01:21,Tuesday,36,46,141,201,271,26
01:22,Tuesday,37,47,142,202,272,27
01:23,Tuesday,38,48,143,203,273,28
01:24,Tuesday,39,49,144,204,274,29
01:25,Tuesday,40,50,145,205,275,30
01:26,Tuesday,39,49,144,204,274,29
01:27,Tuesday,38,48,143,203,273,28
01:28,Tuesday,37,47,142,202,272,27
01:29,Tuesday,36,46,141,201,271,26
01:30,Tuesday,35,45,140,200,270,25
01:31,Tuesday,34,44,139,199,269,24
01:32,Tuesday,33,43,138,198,268,23
01:33,Tuesday,32,42,137,197,267,22
01:34,Tuesday,31,41,136,196,266,21
01:35,Tuesday,30,40,135,195,265,20
01:36,Tuesday,29,39,134,194,264,19
01:37,Tuesday,28,38,133,193,263,18
01:38,Tuesday,27,37,132,192,262,17
01:39,Tuesday,26,36,131,191,261,16
01:40,Tuesday,25,35,130,190,260,15
01:41,Tuesday,26,36,131,191,261,16
01:42,Tuesday,27,37,132,192,262,17
01:43,Tuesday,28,38,133,193,263,18
01:44,Tuesday,29,39,134,194,264,19
01:45,Tuesday,30,40,135,195,265,20
01:46,Tuesday,31,41,136,196,266,21
01:47,Tuesday,32,42,137,197,267,22
01:48,Tuesday,33,43,138,198,268,23
01:49,Tuesday,34,44,139,199,269,24
01:50,Tuesday,35,45,140,200,270,25
01:51,Tuesday,36,46,141,201,271,26
01:52,Tuesday,37,47,142,202,272,27
01:53,Tuesday,38,48,143,203,273,28
01:54,Tuesday,39,49,144,204,274,29
01:55,Tuesday,40,50,145,205,275,30
01:56,Tuesday,39,49,144,204,274,29
01:57,Tuesday,38,48,143,203,273,28
01:58,Tuesday,37,47,142,202,272,27
01:59,Tuesday,36,46,141,201,271,26
02:00,Tuesday,35,45,140,200,270,25
02:01,Tuesday,34,44,139,199,269,24
02:02,Tuesday,33,43,138,198,268,23
02:03,Tuesday,32,42,137,197,267,22
02:04,Tuesday,31,41,136,196,266,21
02:05,Tuesday,30,40,135,195,265,20
02:06,Tuesday,29,39,134,194,264,19
02:07,Tuesday,28,38,133,193,263,18
02:08,Tuesday,27,37,132,192,262,17
02:09,Tuesday,26,36,131,191,261,16
02:10,Tuesday,25,35,130,190,260,15
02:11,Tuesday,26,36,131,191,261,16
02:12,Tuesday,27,37,132,192,262,17
02:13,Tuesday,28,38,133,193,263,18
02:14,Tuesday,29,39,134,194,264,19
02:15,Tuesday,30,40,135,195,265,20
02:16,Tuesday,31,41,136,196,266,21
02:17,Tuesday,32,42,137,197,267,22
02:18,Tuesday,33,43,138,198,268,23
02:19,Tuesday,34,44,139,199,269,24
02:20,Tuesday,35,45,140,200,270,25
02:21,Tuesday,36,46,141,201,271,26
02:22,Tuesday,37,47,142,202,272,27
02:23,Tuesday,38,48,143,203,273,28
02:24,Tuesday,39,49,144,204,274,29
02:25,Tuesday,40,50,145,205,275,30
02:26,Tuesday,39,49,144,204,274,29
02:27,Tuesday,38,48,143,203,273,28
02:28,Tuesday,37,47,142,202,272,27
02:29,Tuesday,36,46,141,201,271,26
02:30,Tuesday,35,45,140,200,270,25
02:31,Tuesday,34,44,139,199,269,24
02:32,Tuesday,33,43,138,198,268,23
02:33,Tuesday,32,42,137,197,267,22
02:34,Tuesday,31,41,136,196,266,21
02:35,Tuesday,30,40,135,195,265,20
02:36,Tuesday,29,39,134,194,264,19
02:37,Tuesday,28,38,133,193,263,18
02:38,Tuesday,27,37,132,192,262,17
02:39,Tuesday,26,36,131,191,261,16
02:40,Tuesday,25,35,130,190,260,15
02:41,Tuesday,26,36,131,191,261,16
02:42,Tuesday,27,37,132,192,262,17
02:43,Tuesday,28,38,133,193,263,18
02:44,Tuesday,29,39,134,194,264,19
02:45,Tuesday,30,40,135,195,265,20
02:46,Tuesday,31,41,136,196,266,21
02:47,Tuesday,32,42,137,197,267,22
02:48,Tuesday,33,43,138,198,268,23
02:49,Tuesday,34,44,139,199,269,24
02:50,Tuesday,35,45,140,200,270,25
02:51,Tuesday,36,46,141,201,271,26
02:52,Tuesday,37,47,142,202,272,27
02:53,Tuesday,38,48,143,203,273,28
02:54,Tuesday,39,49,144,204,274,29
02:55,Tuesday,40,50,145,205,275,30
02:56,Tuesday,39,49,144,204,274,29
02:57,Tuesday,38,48,143,203,273,28
02:58,Tuesday,37,47,142,202,272,27
02:59,Tuesday,36,46,141,201,271,26
03:00,Tuesday,35,45,140,200,270,25
03:01,Tuesday,34,44,139,199,269,24
03:02,Tuesday,33,43,138,198,268,23
03:03,Tuesday,32,42,137,197,267,22
03:04,Tuesday,31,41,136,196,266,21
03:05,Tuesday,30,40,135,195,265,20
03:06,Tuesday,29,39,134,194,264,19
03:07,Tuesday,28,38,133,193,263,18
03:08,Tuesday,27,37,132,192,262,17
03:09,Tuesday,26,36,131,191,261,16
03:10,Tuesday,25,35,130,190,260,15
03:11,Tuesday,26,36,131,191,261,16
03:12,Tuesday,27,37,132,192,262,17
03:13,Tuesday,28,38,133,193,263,18
03:14,Tuesday,29,39,134,194,264,19
03:15,Tuesday,30,40,135,195,265,20
03:16,Tuesday,31,41,136,196,266,21
03:17,Tuesday,32,42,137,197,267,22
03:18,Tuesday,33,43,138,198,268,23
03:19,Tuesday,34,44,139,199,269,24
03:20,Tuesday,35,45,140,200,270,25
03:21,Tuesday,36,46,141,201,271,26
03:22,Tuesday,37,47,142,202,272,27
03:23,Tuesday,38,48,143,203,273,28
03:24,Tuesday,39,49,144,204,274,29
03:25,Tuesday,40,50,145,205,275,30
03:26,Tuesday,39,49,144,204,274,29
03:27,Tuesday,38,48,143,203,273,28
03:28,Tuesday,37,47,142,202,272,27
03:29,Tuesday,36,46,141,201,271,26
03:30,Tuesday,35,45,140,200,270,25
03:31,Tuesday,34,44,139,199,269,24
03:32,Tuesday,33,43,138,198,268,23
03:33,Tuesday,32,42,137,197,267,22
03:34,Tuesday,31,41,136,196,266,21
03:35,Tuesday,30,40,135,195,265,20
03:36,Tuesday,29,39,134,194,264,19
03:37,Tuesday,28,38,133,193,263,18
03:38,Tuesday,27,37,132,192,262,17
03:39,Tuesday,26,36,131,191,261,16
03:40,Tuesday,25,35,130,190,260,15
03:41,Tuesday,26,36,131,191,261,16
03:42,Tuesday,27,37,132,192,262,17
03:43,Tuesday,28,38,133,193,263,18
03:44,Tuesday,29,39,134,194,264,19
03:45,Tuesday,30,40,135,195,265,20
03:46,Tuesday,31,41,136,196,266,21
03:47,Tuesday,32,42,137,197,267,22
03:48,Tuesday,33,43,138,198,268,23
03:49,Tuesday,34,44,139,199,269,24
03:50,Tuesday,35,45,140,200,270,25
03:51,Tuesday,36,46,141,201,271,26
03:52,Tuesday,37,47,142,202,272,27
03:53,Tuesday,38,48,143,203,273,28
03:54,Tuesday,39,49,144,204,274,29
03:55,Tuesday,40,50,145,205,275,30
03:56,Tuesday,39,49,144,204,274,29
03:57,Tuesday,38,48,143,203,273,28
03:58,Tuesday,37,47,142,202,272,27
03:59,Tuesday,36,46,141,201,271,26
04:00,Tuesday,35,45,140,200,270,25
04:01,Tuesday,34,44,139,199,269,24
04:02,Tuesday,33,43,138,198,268,23
04:03,Tuesday,32,42,137,197,267,22
04:04,Tuesday,31,41,136,196,266,21
04:05,Tuesday,30,40,135,195,265,20
04:06,Tuesday,29,39,134,194,264,19
04:07,Tuesday,28,38,133,193,263,18
04:08,Tuesday,27,37,132,192,262,17
04:09,Tuesday,26,36,131,191,261,16
04:10,Tuesday,25,35,130,190,260,15
04:11,Tuesday,26,36,131,191,261,16
04:12,Tuesday,27,37,132,192,262,17
04:13,Tuesday,28,38,133,193,263,18
04:14,Tuesday,29,39,134,194,264,19
04:15,Tuesday,30,40,135,195,265,20
04:16,Tuesday,31,41,136,196,266,21
04:17,Tuesday,32,42,137,197,267,22
04:18,Tuesday,33,43,138,198,268,23
04:19,Tuesday,34,44,139,199,269,24
04:20,Tuesday,35,45,140,200,270,25
04:21,Tuesday,36,46,141,201,271,26
04:22,Tuesday,37,47,142,202,272,27
04:23,Tuesday,38,48,143,203,273,28
04:24,Tuesday,39,49,144,204,274,29
04:25,Tuesday,40,50,145,205,275,30
04:26,Tuesday,39,49,144,204,274,29
04:27,Tuesday,38,48,143,203,273,28
04:28,Tuesday,37,47,142,202,272,27
04:29,Tuesday,36,46,141,201,271,26
04:30,Tuesday,35,45,140,200,270,25
04:31,Tuesday,34,44,139,199,269,24
04:32,Tuesday,33,43,138,198,268,23
04:33,Tuesday,32,42,137,197,267,22
04:34,Tuesday,31,41,136,196,266,21
04:35,Tuesday,30,40,135,195,265,20
04:36,Tuesday,29,39,134,194,264,19
04:37,Tuesday,28,38,133,193,263,18
04:38,Tuesday,27,37,132,192,262,17
04:39,Tuesday,26,36,131,191,261,16
04:40,Tuesday,25,35,130,190,260,15
04:41,Tuesday,26,36,131,191,261,16
04:42,Tuesday,27,37,132,192,262,17
04:43,Tuesday,28,38,133,193,263,18
04:44,Tuesday,29,39,134,194,264,19
04:45,Tuesday,30,40,135,195,265,20
04:46,Tuesday,31,41,136,196,266,21
04:47,Tuesday,32,42,137,197,267,22
04:48,Tuesday,33,43,138,198,268,23
04:49,Tuesday,34,44,139,199,269,24
04:50,Tuesday,35,45,140,200,270,25
04:51,Tuesday,36,46,141,201,271,26
04:52,Tuesday,37,47,142,202,272,27
04:53,Tuesday,38,48,143,203,273,28
04:54,Tuesday,39,49,144,204,274,29
04:55,Tuesday,40,50,145,205,275,30
04:56,Tuesday,39,49,144,204,274,29
04:57,Tuesday,38,48,143,203,273,28
04:58,Tuesday,37,47,142,202,272,27
04:59,Tuesday,36,46,141,201,271,26
05:00,Tuesday,35,45,140,200,270,25
05:01,Tuesday,34,44,139,199,269,24
05:02,Tuesday,33,43,138,198,268,23
05:03,Tuesday,32,42,137,197,267,22
05:04,Tuesday,31,41,136,196,266,21
05:05,Tuesday,30,40,135,195,265,20
05:06,Tuesday,29,39,134,194,264,19
05:07,Tuesday,28,38,133,193,263,18
05:08,Tuesday,27,37,132,192,262,17
05:09,Tuesday,26,36,131,191,261,16
05:10,Tuesday,25,35,130,190,260,15
05:11,Tuesday,26,36,131,191,261,16
05:12,Tuesday,27,37,132,192,262,17
05:13,Tuesday,28,38,133,193,263,18
05:14,Tuesday,29,39,134,194,264,19
05:15,Tuesday,30,40,135,195,265,20
05:16,Tuesday,31,41,136,196,266,21
05:17,Tuesday,32,42,137,197,267,22
05:18,Tuesday,33,43,138,198,268,23
05:19,Tuesday,34,44,139,199,269,24
05:20,Tuesday,35,45,140,200,270,25
05:21,Tuesday,36,46,141,201,271,26
05:22,Tuesday,37,47,142,202,272,27
05:23,Tuesday,38,48,143,203,273,28
05:24,Tuesday,39,49,144,204,274,29
05:25,Tuesday,40,50,145,205,275,30
05:26,Tuesday,39,49,144,204,274,29
05:27,Tuesday,38,48,143,203,273,28
05:28,Tuesday,37,47,142,202,272,27
05:29,Tuesday,36,46,141,201,271,26
05:30,Tuesday,35,45,140,200,270,25
05:31,Tuesday,34,44,139,199,269,24
05:32,Tuesday,33,43,138,198,268,23
05:33,Tuesday,32,42,137,197,267,22
05:34,Tuesday,31,41,136,196,266,21
05:35,Tuesday,30,40,135,195,265,20
05:36,Tuesday,29,39,134,194,264,19
05:37,Tuesday,28,38,133,193,263,18
05:38,Tuesday,27,37,132,192,262,17
05:39,Tuesday,26,36,131,191,261,16
05:40,Tuesday,25,35,130,190,260,15
05:41,Tuesday,26,36,131,191,261,16
05:42,Tuesday,27,37,132,192,262,17
05:43,Tuesday,28,38,133,193,263,18
05:44,Tuesday,29,39,134,194,264,19
05:45,Tuesday,30,40,135,195,265,20
05:46,Tuesday,31,41,136,196,266,21
05:47,Tuesday,32,42,137,197,267,22
05:48,Tuesday,33,43,138,198,268,23
05:49,Tuesday,34,44,139,199,269,24
05:50,Tuesday,35,45,140,200,270,25
05:51,Tuesday,36,46,141,201,271,26
05:52,Tuesday,37,47,142,202,272,27
05:53,Tuesday,38,48,143,203,273,28
05:54,Tuesday,39,49,144,204,274,29
05:55,Tuesday,40,50,145,205,275,30
05:56,Tuesday,39,49,144,204,274,29
05:57,Tuesday,38,48,143,203,273,28
05:58,Tuesday,37,47,142,202,272,27
05:59,Tuesday,36,46,141,201,271,26
06:00,Tuesday,35,45,140,200,270,25
06:01,Tuesday,34,44,139,199,269,24
06:02,Tuesday,33,43,138,198,268,23
06:03,Tuesday,32,42,137,197,267,22
06:04,Tuesday,31,41,136,196,266,21
06:05,Tuesday,30,40,135,195,265,20
06:06,Tuesday,29,39,134,194,264,19
06:07,Tuesday,28,38,133,193,263,18
06:08,Tuesday,27,37,132,192,262,17
06:09,Tuesday,26,36,131,191,261,16
06:10,Tuesday,25,35,130,190,260,15
06:11,Tuesday,26,36,131,191,261,16
06:12,Tuesday,27,37,132,192,262,17
06:13,Tuesday,28,38,133,193,263,18
06:14,Tuesday,29,39,134,194,264,19
06:15,Tuesday,30,40,135,195,265,20
06:16,Tuesday,31,41,136,196,266,21
06:17,Tuesday,32,42,137,197,267,22
06:18,Tuesday,33,43,138,198,268,23
06:19,Tuesday,34,44,139,199,269,24
06:20,Tuesday,35,45,140,200,270,25
06:21,Tuesday,36,46,141,201,271,26
06:22,Tuesday,37,47,142,202,272,27
06:23,Tuesday,38,48,143,203,273,28
06:24,Tuesday,39,49,144,204,274,29
06:25,Tuesday,40,50,145,205,275,30
06:26,Tuesday,39,49,144,204,274,29
06:27,Tuesday,38,48,143,203,273,28
06:28,Tuesday,37,47,142,202,272,27
06:29,Tuesday,36,46,141,201,271,26
06:30,Tuesday,35,45,140,200,270,25
06:31,Tuesday,34,44,139,199,269,24
06:32,Tuesday,33,43,138,198,268,23
06:33,Tuesday,32,42,137,197,267,22
06:34,Tuesday,31,41,136,196,266,21
06:35,Tuesday,30,40,135,195,265,20
06:36,Tuesday,29,39,134,194,264,19
06:37,Tuesday,28,38,133,193,263,18
06:38,Tuesday,27,37,132,192,262,17
06:39,Tuesday,26,36,131,191,261,16
06:40,Tuesday,25,35,130,190,260,15
06:41,Tuesday,26,36,131,191,261,16
06:42,Tuesday,27,37,132,192,262,17
06:43,Tuesday,28,38,133,193,263,18
06:44,Tuesday,29,39,134,194,264,19
06:45,Tuesday,30,40,135,195,265,20
06:46,Tuesday,31,41,136,196,266,21
06:47,Tuesday,32,42,137,197,267,22
06:48,Tuesday,33,43,138,198,268,23
06:49,Tuesday,34,44,139,199,269,24
06:50,Tuesday,35,45,140,200,270,25
06:51,Tuesday,36,46,141,201,271,26
06:52,Tuesday,37,47,142,202,272,27
06:53,Tuesday,38,48,143,203,273,28
06:54,Tuesday,39,49,144,204,274,29
06:55,Tuesday,40,50,145,205,275,30
06:56,Tuesday,39,49,144,204,274,29
06:57,Tuesday,38,48,143,203,273,28
06:58,Tuesday,37,47,142,202,272,27
06:59,Tuesday,36,46,141,201,271,26
07:00,Tuesday,35,45,140,200,270,25
07:01,Tuesday,34,44,139,199,269,24
07:02,Tuesday,33,43,138,198,268,23
07:03,Tuesday,32,42,137,197,267,22
07:04,Tuesday,31,41,136,196,266,21
07:05,Tuesday,30,40,135,195,265,20
07:06,Tuesday,29,39,134,194,264,19
07:07,Tuesday,28,38,133,193,263,18
07:08,Tuesday,27,37,132,192,262,17
07:09,Tuesday,26,36,131,191,261,16
07:10,Tuesday,25,35,130,190,260,15
07:11,Tuesday,26,36,131,191,261,16
07:12,Tuesday,27,37,132,192,262,17
07:13,Tuesday,28,38,133,193,263,18
07:14,Tuesday,29,39,134,194,264,19
07:15,Tuesday,30,40,135,195,265,20
07:16,Tuesday,31,41,136,196,266,21
07:17,Tuesday,32,42,137,197,267,22
07:18,Tuesday,33,43,138,198,268,23
07:19,Tuesday,34,44,139,199,269,24
07:20,Tuesday,35,45,140,200,270,25
07:21,Tuesday,36,46,141,201,271,26
07:22,Tuesday,37,47,142,202,272,27
07:23,Tuesday,38,48,143,203,273,28
07:24,Tuesday,39,49,144,204,274,29
07:25,Tuesday,40,50,145,205,275,30
07:26,Tuesday,39,49,144,204,274,29
07:27,Tuesday,38,48,143,203,273,28
07:28,Tuesday,37,47,142,202,272,27
07:29,Tuesday,36,46,141,201,271,26
07:30,Tuesday,35,45,140,200,270,25
07:31,Tuesday,34,44,139,199,269,24
07:32,Tuesday,33,43,138,198,268,23
07:33,Tuesday,32,42,137,197,267,22
07:34,Tuesday,31,41,136,196,266,21
07:35,Tuesday,30,40,135,195,265,20
07:36,Tuesday,29,39,134,194,264,19
07:37,Tuesday,28,38,133,193,263,18
07:38,Tuesday,27,37,132,192,262,17
07:39,Tuesday,26,36,131,191,261,16
07:40,Tuesday,25,35,130,190,260,15
07:41,Tuesday,26,36,131,191,261,16
07:42,Tuesday,27,37,132,192,262,17
07:43,Tuesday,28,38,133,193,263,18
07:44,Tuesday,29,39,134,194,264,19
07:45,Tuesday,30,40,135,195,265,20
07:46,Tuesday,31,41,136,196,266,21
07:47,Tuesday,32,42,137,197,267,22
07:48,Tuesday,33,43,138,198,268,23
07:49,Tuesday,34,44,139,199,269,24
07:50,Tuesday,35,45,140,200,270,25
07:51,Tuesday,36,46,141,201,271,26
07:52,Tuesday,37,47,142,202,272,27
07:53,Tuesday,38,48,143,203,273,28
07:54,Tuesday,39,49,144,204,274,29
07:55,Tuesday,40,50,145,205,275,30
07:56,Tuesday,39,49,144,204,274,29
