time_of_the_day,Day,CPU_Usage(%),Memory_Usage(%),Network_bandwidth_usage,Number_of_active_request,Response_time(ms),Disk_I/O,Predicted_Response(ms),Delta_ms
06:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
06:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
06:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
06:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
06:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
06:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
06:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
06:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
06:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
06:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
06:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
06:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
06:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
06:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
06:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
06:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
06:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
06:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
06:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
06:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
06:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
06:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
06:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
06:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
06:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
06:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
06:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
06:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
06:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
06:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
06:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
06:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
06:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
06:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
06:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
06:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
06:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
06:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
06:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
06:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
06:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
06:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
06:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
06:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
06:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
06:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
06:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
06:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
06:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
07:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
07:01,Tuesday,34,44,139,199,269,24.0,269.0,0.0
07:02,Tuesday,33,43,138,198,268,23.0,268.0,0.0
07:03,Tuesday,32,42,137,197,267,22.0,267.0,0.0
07:04,Tuesday,31,41,136,196,266,21.0,266.0,0.0
07:05,Tuesday,30,40,135,195,265,20.0,265.0,0.0
07:06,Tuesday,29,39,134,194,264,19.0,264.0,0.0
07:07,Tuesday,28,38,133,193,263,18.0,263.0,0.0
07:08,Tuesday,27,37,132,192,262,17.0,262.0,0.0
07:09,Tuesday,26,36,131,191,261,16.0,261.0,0.0
07:10,Tuesday,25,35,130,190,260,15.0,260.0,0.0
07:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
07:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
07:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
07:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
07:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
07:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
07:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
07:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
07:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
07:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
07:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
07:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
07:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
07:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
07:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
07:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
07:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
07:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
07:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
07:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
07:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
07:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
07:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
07:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
07:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
07:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
07:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
07:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
07:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
07:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
07:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
07:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
07:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
07:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
07:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
07:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
07:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
07:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
07:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
07:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
07:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
07:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
07:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
07:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
07:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
07:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
07:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
07:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
07:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
08:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
08:01,Tuesday,34,44,139,199,269,24.0,269.0,0.0
08:02,Tuesday,33,43,138,198,268,23.0,268.0,0.0
08:03,Tuesday,32,42,137,197,267,22.0,267.0,0.0
08:04,Tuesday,31,41,136,196,266,21.0,266.0,0.0
08:05,Tuesday,30,40,135,195,265,20.0,265.0,0.0
08:06,Tuesday,29,39,134,194,264,19.0,264.0,0.0
08:07,Tuesday,28,38,133,193,263,18.0,263.0,0.0
08:08,Tuesday,27,37,132,192,262,17.0,262.0,0.0
08:09,Tuesday,26,36,131,191,261,16.0,261.0,0.0
08:10,Tuesday,25,35,130,190,260,15.0,260.0,0.0
08:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
08:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
08:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
08:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
08:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
08:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
08:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
08:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
08:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
08:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
08:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
08:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
08:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
08:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
08:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
08:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
08:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
08:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
08:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
08:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
08:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
08:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
08:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
08:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
08:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
08:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
08:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
08:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
08:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
08:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
08:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
08:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
08:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
08:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
08:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
08:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
08:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
08:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
08:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
08:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
08:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
08:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
08:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
08:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
08:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
08:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
08:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
08:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
08:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
09:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
09:01,Tuesday,34,44,139,199,269,24.0,269.0,0.0
09:02,Tuesday,33,43,138,198,268,23.0,268.0,0.0
09:03,Tuesday,32,42,137,197,267,22.0,267.0,0.0
09:04,Tuesday,31,41,136,196,266,21.0,266.0,0.0
09:05,Tuesday,30,40,135,195,265,20.0,265.0,0.0
09:06,Tuesday,29,39,134,194,264,19.0,264.0,0.0
09:07,Tuesday,28,38,133,193,263,18.0,263.0,0.0
09:08,Tuesday,27,37,132,192,262,17.0,262.0,0.0
09:09,Tuesday,26,36,131,191,261,16.0,261.0,0.0
09:10,Tuesday,25,35,130,190,260,15.0,260.0,0.0
09:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
09:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
09:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
09:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
09:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
09:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
09:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
09:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
09:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
09:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
09:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
09:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
09:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
09:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
09:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
09:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
09:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
09:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
09:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
09:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
09:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
09:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
09:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
09:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
09:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
09:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
09:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
09:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
09:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
09:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
09:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
09:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
09:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
09:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
09:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
09:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
09:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
09:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
09:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
09:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
09:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
09:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
09:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
09:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
09:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
09:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
09:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
09:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
09:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
10:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
10:01,Tuesday,34,44,139,199,269,24.0,269.0,0.0
10:02,Tuesday,33,43,138,198,268,23.0,268.0,0.0
10:03,Tuesday,32,42,137,197,267,22.0,267.0,0.0
10:04,Tuesday,31,41,136,196,266,21.0,266.0,0.0
10:05,Tuesday,30,40,135,195,265,20.0,265.0,0.0
10:06,Tuesday,29,39,134,194,264,19.0,264.0,0.0
10:07,Tuesday,28,38,133,193,263,18.0,263.0,0.0
10:08,Tuesday,27,37,132,192,262,17.0,262.0,0.0
10:09,Tuesday,26,36,131,191,261,16.0,261.0,0.0
10:10,Tuesday,25,35,130,190,260,15.0,260.0,0.0
10:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
10:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
10:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
10:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
10:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
10:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
10:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
10:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
10:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
10:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
10:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
10:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
10:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
10:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
10:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
10:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
10:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
10:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
10:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
10:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
10:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
10:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
10:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
10:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
10:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
10:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
10:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
10:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
10:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
10:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
10:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
10:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
10:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
10:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
10:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
10:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
10:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
10:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
10:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
10:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
10:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
10:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
10:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
10:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
10:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
10:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
10:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
10:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
10:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
11:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
11:01,Tuesday,34,44,139,199,269,24.0,269.0,0.0
11:02,Tuesday,33,43,138,198,268,23.0,268.0,0.0
11:03,Tuesday,32,42,137,197,267,22.0,267.0,0.0
11:04,Tuesday,31,41,136,196,266,21.0,266.0,0.0
11:05,Tuesday,30,40,135,195,265,20.0,265.0,0.0
11:06,Tuesday,29,39,134,194,264,19.0,264.0,0.0
11:07,Tuesday,28,38,133,193,263,18.0,263.0,0.0
11:08,Tuesday,27,37,132,192,262,17.0,262.0,0.0
11:09,Tuesday,26,36,131,191,261,16.0,261.0,0.0
11:10,Tuesday,25,35,130,190,260,15.0,260.0,0.0
11:11,Tuesday,26,36,131,191,261,16.0,261.0,0.0
11:12,Tuesday,27,37,132,192,262,17.0,262.0,0.0
11:13,Tuesday,28,38,133,193,263,18.0,263.0,0.0
11:14,Tuesday,29,39,134,194,264,19.0,264.0,0.0
11:15,Tuesday,30,40,135,195,265,20.0,265.0,0.0
11:16,Tuesday,31,41,136,196,266,21.0,266.0,0.0
11:17,Tuesday,32,42,137,197,267,22.0,267.0,0.0
11:18,Tuesday,33,43,138,198,268,23.0,268.0,0.0
11:19,Tuesday,34,44,139,199,269,24.0,269.0,0.0
11:20,Tuesday,35,45,140,200,270,25.0,270.0,0.0
11:21,Tuesday,36,46,141,201,271,26.0,271.0,0.0
11:22,Tuesday,37,47,142,202,272,27.0,272.0,0.0
11:23,Tuesday,38,48,143,203,273,28.0,273.0,0.0
11:24,Tuesday,39,49,144,204,274,29.0,274.0,0.0
11:25,Tuesday,40,50,145,205,275,30.0,275.0,0.0
11:26,Tuesday,39,49,144,204,274,29.0,274.0,0.0
11:27,Tuesday,38,48,143,203,273,28.0,273.0,0.0
11:28,Tuesday,37,47,142,202,272,27.0,272.0,0.0
11:29,Tuesday,36,46,141,201,271,26.0,271.0,0.0
11:30,Tuesday,35,45,140,200,270,25.0,270.0,0.0
11:31,Tuesday,34,44,139,199,269,24.0,269.0,0.0
11:32,Tuesday,33,43,138,198,268,23.0,268.0,0.0
11:33,Tuesday,32,42,137,197,267,22.0,267.0,0.0
11:34,Tuesday,31,41,136,196,266,21.0,266.0,0.0
11:35,Tuesday,30,40,135,195,265,20.0,265.0,0.0
11:36,Tuesday,29,39,134,194,264,19.0,264.0,0.0
11:37,Tuesday,28,38,133,193,263,18.0,263.0,0.0
11:38,Tuesday,27,37,132,192,262,17.0,262.0,0.0
11:39,Tuesday,26,36,131,191,261,16.0,261.0,0.0
11:40,Tuesday,25,35,130,190,260,15.0,260.0,0.0
11:41,Tuesday,26,36,131,191,261,16.0,261.0,0.0
11:42,Tuesday,27,37,132,192,262,17.0,262.0,0.0
11:43,Tuesday,28,38,133,193,263,18.0,263.0,0.0
11:44,Tuesday,29,39,134,194,264,19.0,264.0,0.0
11:45,Tuesday,30,40,135,195,265,20.0,265.0,0.0
11:46,Tuesday,31,41,136,196,266,21.0,266.0,0.0
11:47,Tuesday,32,42,137,197,267,22.0,267.0,0.0
11:48,Tuesday,33,43,138,198,268,23.0,268.0,0.0
11:49,Tuesday,34,44,139,199,269,24.0,269.0,0.0
11:50,Tuesday,35,45,140,200,270,25.0,270.0,0.0
11:51,Tuesday,36,46,141,201,271,26.0,271.0,0.0
11:52,Tuesday,37,47,142,202,272,27.0,272.0,0.0
11:53,Tuesday,38,48,143,203,273,28.0,273.0,0.0
11:54,Tuesday,39,49,144,204,274,29.0,274.0,0.0
11:55,Tuesday,40,50,145,205,275,30.0,275.0,0.0
11:56,Tuesday,39,49,144,204,274,29.0,274.0,0.0
11:57,Tuesday,38,48,143,203,273,28.0,273.0,0.0
11:58,Tuesday,37,47,142,202,272,27.0,272.0,0.0
11:59,Tuesday,36,46,141,201,271,26.0,271.0,0.0
12:00,Tuesday,35,45,140,200,270,25.0,270.0,0.0
12:01,Tuesday,35,45,141,201,271,25.0,271.03,0.029999999999972715
12:02,Tuesday,36,45,142,202,273,26.0,272.9,-0.10000000000002274
12:03,Tuesday,36,46,142,204,274,26.0,273.965,-0.03500000000002501
12:04,Tuesday,37,46,143,205,275,26.0,274.825,-0.17500000000001137
12:05,Tuesday,37,47,144,206,276,27.0,276.04,0.040000000000020464
12:06,Tuesday,38,47,145,207,278,27.0,277.89,-0.11000000000001364
12:07,Tuesday,38,48,145,208,279,27.0,278.875,-0.125
12:08,Tuesday,39,48,146,210,280,28.0,279.82,-0.18000000000000682
12:09,Tuesday,39,49,147,211,281,28.0,280.995,-0.0049999999999954525
12:10,Tuesday,40,49,148,212,283,28.0,282.97,-0.029999999999972715
12:11,Tuesday,41,50,148,213,284,29.0,283.955,-0.045000000000015916
12:12,Tuesday,41,50,149,214,285,29.0,284.97,-0.029999999999972715
12:13,Tuesday,42,51,150,216,287,30.0,287.085,0.08499999999997954
12:14,Tuesday,42,51,151,217,288,30.0,287.93,-0.06999999999999318
12:15,Tuesday,43,52,151,218,289,30.0,288.85,-0.14999999999997726
12:16,Tuesday,43,52,152,219,291,31.0,290.915,-0.08499999999997954
12:17,Tuesday,44,53,153,221,292,31.0,291.945,-0.05500000000000682
12:18,Tuesday,44,53,154,222,293,31.0,292.89,-0.11000000000001364
12:19,Tuesday,45,53,155,223,295,32.0,294.97,-0.029999999999972715
12:20,Tuesday,45,54,155,224,296,32.0,295.955,-0.045000000000015916
12:21,Tuesday,46,54,156,226,297,32.0,296.845,-0.15499999999997272
12:22,Tuesday,47,55,157,227,298,33.0,298.03,0.029999999999972715
12:23,Tuesday,47,55,158,228,300,33.0,299.805,-0.19499999999999318
12:24,Tuesday,48,56,158,229,301,34.0,300.72,-0.2799999999999727
12:25,Tuesday,48,56,159,231,302,34.0,302.01,0.009999999999990905
12:26,Tuesday,49,57,160,232,304,34.0,304.09,0.08999999999997499
12:27,Tuesday,49,57,161,233,305,35.0,304.96,-0.040000000000020464
12:28,Tuesday,50,58,162,234,306,35.0,305.97,-0.029999999999972715
12:29,Tuesday,50,58,162,236,308,35.0,307.7,-0.30000000000001137
12:30,Tuesday,51,59,163,237,309,36.0,308.925,-0.07499999999998863
12:31,Tuesday,52,59,164,238,310,36.0,309.76,-0.2400000000000091
12:32,Tuesday,52,60,165,239,312,36.0,311.855,-0.1449999999999818
12:33,Tuesday,53,60,165,241,313,37.0,312.93,-0.06999999999999318
12:34,Tuesday,53,61,166,242,314,37.0,313.855,-0.1449999999999818
12:35,Tuesday,54,61,167,243,315,38.0,314.945,-0.05500000000000682
12:36,Tuesday,54,62,168,244,317,38.0,316.805,-0.19499999999999318
12:37,Tuesday,55,62,169,246,318,38.0,317.97,-0.029999999999972715
12:38,Tuesday,55,63,169,247,319,39.0,318.935,-0.06499999999999773
12:39,Tuesday,56,63,170,248,321,39.0,320.8,-0.19999999999998863
12:40,Tuesday,56,64,171,249,322,39.0,321.87,-0.12999999999999545
12:41,Tuesday,57,64,172,251,323,40.0,322.965,-0.03500000000002501
12:42,Tuesday,58,65,173,252,325,40.0,324.955,-0.045000000000015916
12:43,Tuesday,58,65,173,253,326,41.0,325.955,-0.045000000000015916
12:44,Tuesday,59,66,174,254,327,41.0,326.96,-0.040000000000020464
12:45,Tuesday,59,66,175,256,329,41.0,329.02,0.01999999999998181
12:46,Tuesday,60,67,176,257,330,42.0,329.96,-0.040000000000020464
12:47,Tuesday,60,67,177,258,331,42.0,331.09,0.08999999999997499
12:48,Tuesday,61,68,177,259,333,42.0,332.955,-0.045000000000015916
12:49,Tuesday,61,68,178,261,334,43.0,333.955,-0.045000000000015916
12:50,Tuesday,62,69,179,262,335,43.0,335.125,0.125
12:51,Tuesday,63,69,180,263,337,43.0,337.005,0.0049999999999954525
12:52,Tuesday,63,70,181,264,338,44.0,337.94,-0.060000000000002274
12:53,Tuesday,64,70,181,266,339,44.0,339.17,0.17000000000001592
12:54,Tuesday,64,71,182,267,341,45.0,340.83,-0.17000000000001592
12:55,Tuesday,65,71,183,268,342,45.0,342.135,0.1349999999999909
12:56,Tuesday,65,72,184,269,343,45.0,343.16,0.160000000000025
12:57,Tuesday,66,72,185,271,345,46.0,344.955,-0.045000000000015916
12:58,Tuesday,66,73,185,272,346,46.0,345.94,-0.060000000000002274
12:59,Tuesday,67,73,186,273,347,46.0,346.965,-0.03500000000002501
13:00,Tuesday,67,73,187,274,349,47.0,348.905,-0.09500000000002728
13:01,Tuesday,68,74,188,276,350,47.0,349.94,-0.060000000000002274
13:02,Tuesday,69,74,189,277,351,47.0,351.125,0.125
13:03,Tuesday,69,75,189,278,353,48.0,352.85,-0.14999999999997726
13:04,Tuesday,70,75,190,279,354,48.0,354.005,0.0049999999999954525
13:05,Tuesday,70,76,191,281,355,49.0,355.035,0.03500000000002501
13:06,Tuesday,71,76,192,282,357,49.0,356.94,-0.060000000000002274
13:07,Tuesday,71,77,193,283,358,49.0,357.93,-0.06999999999999318
13:08,Tuesday,72,77,193,284,359,50.0,358.97,-0.029999999999972715
13:09,Tuesday,72,78,194,286,361,50.0,361.135,0.1349999999999909
13:10,Tuesday,73,78,195,287,362,50.0,361.96,-0.040000000000020464
13:11,Tuesday,74,79,196,288,364,51.0,364.015,0.014999999999986358
13:12,Tuesday,74,79,197,289,365,51.0,364.89,-0.11000000000001364
